correlation	fl
0.0011427101734249156	1
0.0010515746078957038	2
0.0010467766690379049	3
0.0010423427474880204	4
0.0010480623174078702	5
0.001079276927019011	6
0.0011035093471013734	7
0.0010965014173633053	8
0.001061097986294892	9
0.0011047715315845126	10
0.001118814511650679	11
0.0011184759170735311	12
0.001060788275612658	13
0.001084678147017918	14
0.001087576547548806	15
0.0012115236062880802	16
0.001110817958877872	17
0.0010528182076031374	18
0.0011465391738431914	19
0.0011312383240586247	20
0.0011235694633208114	21
0.0011567294372819604	22
0.0011283745447011097	23
0.0011799806290414257	24
0.0011264485115993561	25
0.0011592512861708143	26
0.0011439697750571921	27
0.0011417461035965956	28
0.001211189781214404	29
0.001241470784961688	30
0.0011557530677554116	31
0.0012178862190009114	32
0.001180279536681663	33
0.0012051509341719608	34
0.0012022880389565016	35
0.0012013181086952957	36
0.0011739216403613775	37
0.0012191878584303815	38
0.0012647228303334734	39
0.0012564314303084264	40
0.0012427130470080456	41
0.0013016990142490747	42
0.0012497357265590396	43
0.001298182400813347	44
0.0013491525778206394	45
0.0012870359745089607	46
0.0013243241475206842	47
0.0013472504946181042	48
0.0013558578916217266	49
0.0013899524094983884	50
0.0013985340671205928	51
0.0014345625005489052	52
0.001493482348626848	53
0.0014163886407642197	54
0.001469265944997273	55
0.0014096814848199996	56
0.0014326467386106408	57
0.001521862588849199	58
0.0015275695522935302	59
0.0014928621590814917	60
0.001549571915116103	61
0.0015734863511480766	62
0.0015750915928088587	63
0.0015396834409139826	64
0.001610111627369629	65
0.0016588333710896956	66
0.001544145237908191	67
0.0015916210277401597	68
0.0016783255248903827	69
0.001684035744827894	70
0.001686592429171487	71
0.0017611707549351396	72
0.0017200237777835448	73
0.0017433189941950535	74
0.001746500553369414	75
0.0017241908036600103	76
0.0017656073926500277	77
0.001760851514771262	78
0.0017359592422022637	79
0.0017022094370662392	80
0.0016135918287074544	81
0.001685314906305015	82
0.0016814794903198583	83
0.0016304961739505093	84
0.0015878202980581782	85
0.0016448727703528292	86
0.001566461955688268	87
0.0015575516668600651	88
0.0015731424908681508	89
0.00158305696157664	90
0.0015582139063529481	91
0.0015231444759167237	92
0.0015266498199394047	93
0.0015479954026354544	94
0.0014769422509283505	95
0.0015155152592218524	96
0.0015123057354271513	97
0.0014782048317458969	98
0.0013985330376401184	99
0.001432324871302901	100
0.0013889982555187455	101
0.0013733632980440073	102
0.0014192795670134096	103
0.0013581068386666153	104
0.0013940940490868854	105
0.001420551368410694	106
0.0013485340921746078	107
0.001371480131225758	108
0.0013708501402931335	109
0.001341194164915161	110
0.0013663766784459085	111
0.0013262432967817966	112
0.0013647910803803228	113
0.0013686146041179288	114
0.00130010599823549	115
0.0012943720800238114	116
0.0013450407808878267	117
0.0013718025837881867	118
0.0012519488716653227	119
0.0012978761694337712	120
0.001388990719797704	121
0.0012274727424463091	122
0.0013144242986867312	123
0.0011958975937604067	124
0.0012612369602786806	125
0.001310619096778712	126
0.0012542047760534009	127
0.001338022197527989	128
0.0012914892799903628	129
0.0012554768627102888	130
0.0012870515864747754	131
0.0012880121639333754	132
0.0012854373387676684	133
0.0012618450890616911	134
0.001315396770089228	135
0.0012882928524682537	136
0.0012475334285006173	137
0.0012615575842551622	138
0.0012360475094062473	139
0.0012185335619215173	140
0.0012988466216347487	141
0.0012395510691023866	142
0.0012013040399785294	143
0.0012315975501286935	144
0.001242409611872901	145
0.0012300108581636301	146
0.0011410687816940579	147
0.0012099352572744807	148
0.0012507111903215114	149
0.0012389098585048562	150
0.0011914313008441128	151
0.0011965423713623377	152
0.0011783779905086198	153
0.001203569780104506	154
0.0011197376226225754	155
0.001210546257738523	156
0.0012207597656608042	157
0.001273025783026449	158
0.0012143815453561457	159
0.00128800212672471	160
0.001252931871728985	161
0.0012258560469951534	162
0.0011987530641704828	163
0.0011949278614566997	164
0.0011885510044142107	165
0.0012054564228161256	166
0.0012000377989892514	167
0.0012035509651598187	168
0.0011939824809485981	169
0.0012315848296681935	170
0.0013141264157471486	171
0.001219497731621605	172
0.0012870336258098548	173
0.0011901379807832493	174
0.0011943062859797557	175
0.00122106043412179	176
0.0012520029171259651	177
0.0012950014778721664	178
0.0012198048846517213	179
0.0012433856290149366	180
0.0012073729559868177	181
0.0012252109236600903	182
0.0012112144389398206	183
0.0011812501343384922	184
0.0012522890303382132	185
0.0011958964569514115	186
0.0012335076156875934	187
0.001254218427286367	188
0.0012096213412821984	189
0.0012707773910622282	190
0.0012013060287742049	191
0.0012427338097487537	192
0.0012446484571026354	193
0.001163403068637005	194
0.0012204513119867305	195
0.0012532569880117951	196
0.001210861490526175	197
0.0012459325731070702	198
0.0011850451284314335	199
0.0011601952456945105	200
0.0011567099740226823	201
0.001224569229515989	202
0.0012162913448034009	203
0.0012150352403391077	204
0.0011834633339882327	205
0.0012143583269620386	206
0.0011901654920958835	207
0.0012274322998073492	208
0.0012022938584113	209
0.0011847243152267773	210
0.0012363479192294602	211
0.0011876008450034997	212
0.001191095882656703	213
0.0012134129942504746	214
0.0012551621755498862	215
0.0012000316544887352	216
0.0012057778649839333	217
0.0011595578477127453	218
0.0012156370876868266	219
0.001219796355132544	220
0.0011547763031689588	221
0.001230610816213101	222
0.0011997169870775874	223
0.0011519249323248318	224
0.0011920903146091632	225
0.0011630597253793364	226
0.0011548066192973042	227
0.0012044803087963407	228
0.0011366111186062696	229
0.0012255017576569796	230
0.0012975518382182982	231
0.001220436108761217	232
0.0012242683054727998	233
0.001164650770033534	234
0.0012248839196619657	235
0.0011662581656088572	236
0.0012583387432330867	237
0.0011860009274718	238
0.0011353425369981691	239
0.0011914253479621882	240
0.0012522891118861967	241
0.001227118392061268	242
0.0011783444393279805	243
0.001204192661350184	244
0.001203214846795405	245
0.0011445724213468573	246
0.0011923920240483241	247
0.0011821816689333775	248
0.0011503159561771655	249
0.001133118979043566	250
0.0011688039724634604	251
0.0011420290453173986	252
0.0011684756119629907	253
0.0010996525296822234	254
0.0011888777681279671	255
0.0011429962153630161	256
0.001229669375303011	257
0.0012038546087611837	258
0.0011589267205490174	259
0.001129917388693282	260
0.001114304461224399	261
0.0012111730897647849	262
0.001128663792428604	263
0.0011398272805794598	264
0.0011592348392747609	265
