correlation	fl
0.0018098962443577392	1
0.0017801597596674246	2
0.0018292800430224044	3
0.0018964510349843188	4
0.0018790283981078117	5
0.001884087468157497	6
0.0018596661975703128	7
0.001884052740531195	8
0.0019572640085793675	9
0.0020314521820152497	10
0.0020120455518308055	11
0.001955244301403534	12
0.0020174279793429106	13
0.002042476611209687	14
0.0020374634819545715	15
0.0021169949807993372	16
0.0021199910102076072	17
0.0020635137367753065	18
0.0021223374734119903	19
0.002163756903237497	20
0.002175103064934776	21
0.0022509498593220978	22
0.002288048962378219	23
0.002222888713877538	24
0.002269362345403288	25
0.0022650219338437587	26
0.002326150698861213	27
0.002295088031551915	28
0.0024220642327113196	29
0.0023161313247637354	30
0.0023334974503547825	31
0.0023512017821762936	32
0.0024293915793513693	33
0.0024280398988375863	34
0.0024835438427893296	35
0.002577758505750864	36
0.0024781690786062458	37
0.002574101038947407	38
0.002541683799215053	39
0.0025714087492134143	40
0.002622522984985142	41
0.0026749993333746317	42
0.0027434965710943673	43
0.0027605257789033925	44
0.0027461591534646526	45
0.002771906798087687	46
0.0028166824674014184	47
0.0028788190089615606	48
0.0029045555719510673	49
0.0029646998163518927	50
0.0028837985279806235	51
0.002969020620012726	52
0.003045887804411803	53
0.0030518905453271795	54
0.0031581592467372142	55
0.0031013720616888123	56
0.003110703312449052	57
0.003123426118766789	58
0.0031989312819257873	59
0.003205271408000243	60
0.0032513830215181554	61
0.0033720131285258715	62
0.003433460451087026	63
0.003437173281845284	64
0.003495332116406325	65
0.0033840392006013287	66
0.0034652298560228665	67
0.0035781831159103676	68
0.003546066402853388	69
0.003572818671950007	70
0.003699779284789529	71
0.0037358968528983156	72
0.003726552267499465	73
0.003773999989985126	74
0.0037853506251119572	75
0.003776321848944794	76
0.0038398251873826583	77
0.003835459394919563	78
0.003772299539136311	79
0.0037686451085375875	80
0.003793369304507779	81
0.0038164078533763513	82
0.0038542104249591406	83
0.003824437762746475	84
0.003913978113943278	85
0.003895300443131708	86
0.003781025862840464	87
0.0038254281698216416	88
0.0038090707187499926	89
0.0038578445984982024	90
0.003894604866908838	91
0.00383081971757407	92
0.0038201005172497633	93
0.0038555575907149833	94
0.003903967853415849	95
0.003881612941682366	96
0.003882259765082895	97
0.0038608842314976862	98
0.003880954302401006	99
0.0039327121903778356	100
0.003980538103279268	101
0.0039350553618607955	102
0.003984208159506969	103
0.003871225333173283	104
0.003926738563864734	105
0.003971813614804127	106
0.003961796221436072	107
0.00392037652163283	108
0.004015941237149109	109
0.003973165511951145	110
0.003937739709972329	111
0.004005598260899759	112
0.0040289982923450264	113
0.004017263267981877	114
0.004009924206077085	115
0.00399955363849662	116
0.004030667073869917	117
0.004094138830956043	118
0.004107510560666565	119
0.0040410022832810385	120
