correlation	fl
0.0019602387888313813	1
0.0018909968483713155	2
0.0019508750406542234	3
0.00197447516769316	4
0.0019520627813383268	5
0.001994104696480542	6
0.0020806383121877116	7
0.0021229690121070182	8
0.0020848653679611724	9
0.00201194057249065	10
0.0021051207269967543	11
0.002144755557924668	12
0.0021435520744015977	13
0.0021332474633100444	14
0.002165911428031344	15
0.0021967647371020044	16
0.0022796340227774115	17
0.002252737595727993	18
0.00230777702441946	19
0.002330167744777434	20
0.002344375807734288	21
0.002391247362358549	22
0.002443278542367245	23
0.0024596011768495945	24
0.0024275564434436277	25
0.0024753343917416322	26
0.002474413459089722	27
0.0025213070698767554	28
0.002556701663392049	29
0.002569981770141297	30
0.0026223569389961865	31
0.0026029723102926955	32
0.002715468999490689	33
0.002713392134052241	34
0.0026782958585933685	35
0.002790508467058836	36
0.0027538924707367738	37
0.002846752853044259	38
0.002852513289621589	39
0.002836181934492245	40
0.0028785583306017307	41
0.0029565487760026604	42
0.002912387068845184	43
0.003035498841060474	44
0.0030636217267093102	45
0.003087503474246171	46
0.0031340990099410636	47
0.0030911273519246786	48
0.0031398266708266252	49
0.003207289116438026	50
0.0032351182630139933	51
0.003317095325945628	52
0.0033776053720472195	53
0.003353342560216026	54
0.0033817992064072485	55
0.003460745424132994	56
0.0034952279466057335	57
0.0035121424904535972	58
0.00352636596482292	59
0.00355750248363821	60
0.0036909204422501877	61
0.0037114986722466704	62
0.003727193463981034	63
0.0037398986878171077	64
0.003810395799944835	65
0.0038361156136325633	66
0.0039271277807820335	67
0.0039244245816385855	68
0.003946180979266237	69
0.003960423074113867	70
0.004092588023358051	71
0.0041046581037501185	72
0.004133718488167051	73
0.00417152595158635	74
0.004161541715628639	75
0.0042217361791065154	76
0.004180893814231988	77
0.004263459499366561	78
0.004290101809597759	79
0.004218727734953151	80
0.004264112490533445	81
0.004247450119125933	82
0.004204779311743244	83
0.004233239537672988	84
0.004293422993822418	85
0.004201473761470158	86
0.00423021980094871	87
0.004192712349595156	88
0.004256536243295428	89
0.004232061810603112	90
0.004292543950320053	91
0.004239584675804728	92
0.004282873791902681	93
0.004320961214070685	94
0.00432824466117929	95
0.0042907258256090625	96
0.004354566527031486	97
0.004329448504469284	98
0.004376011696582612	99
0.004325475831333778	100
0.0043872290371079125	101
0.004381152829289036	102
0.004393245720217662	103
0.004396596294293101	104
0.004506079025441085	105
0.004583235004705184	106
0.004494603569428305	107
0.004500357889681696	108
0.004456183911819213	109
0.004472226007153474	110
0.0044879566264534555	111
0.0044601225275516035	112
0.0045215376310871564	113
0.004628294230462956	114
0.0045805124266501	115
0.004550583298022217	116
0.0045841197487873795	117
0.004647640466487743	118
0.004582005021328873	119
0.004675767315239057	120
0.00467243929359525	121
0.00460469588080264	122
0.004723254926589797	123
0.004760490399314327	124
0.004681506339727217	125
0.004747773337636859	126
0.004722953646153375	127
0.004730803570048537	128
0.0047758594036073024	129
0.004764422001179424	130
0.004781633540176361	131
0.004757446443545392	132
0.004796478244793548	133
0.004829445113739933	134
0.004835189755200302	135
0.004783769380734194	136
0.004902317495678739	137
0.004854243002805097	138
0.00487811352874347	139
0.004895989460455152	140
0.004899305080530898	141
0.004888725488869184	142
0.004965872018905632	143
0.004967348405608429	144
0.004959495601341626	145
0.004954670462711769	146
0.004969769490175697	147
0.0049392531465004795	148
0.005051154518572108	149
0.004999118002139578	150
0.005067785148621157	151
0.0050426913184274565	152
0.004938015289561255	153
0.0050348099554635446	154
0.005067769626169742	155
0.005064770877378051	156
0.005070819863474893	157
0.005069883395365027	158
