correlation	fl
0.0030349569253367873	1
0.0029742879693876985	2
0.002995234733537146	3
0.0029619592621599835	4
0.0031057782735647585	5
0.0030737557713455183	6
0.0031051376397030384	7
0.00314056233521296	8
0.003173202269100165	9
0.0032523548283166573	10
0.003238795618858789	11
0.003308067628965817	12
0.003312378823663293	13
0.0033742492646365654	14
0.0034053558498668146	15
0.003455552809720978	16
0.0034574355613201328	17
0.003472174392251302	18
0.003505431606755791	19
0.0035744169945939224	20
0.0036138334977212213	21
0.003579317676850981	22
0.00364985187247607	23
0.0036766273096401243	24
0.0037468488932422546	25
0.003747741159492495	26
0.003748089581307984	27
0.003748387520589478	28
0.00388415414474778	29
0.0038826056550080464	30
0.00393280720435331	31
0.004049524547758609	32
0.0039823488665764436	33
0.003997774967435032	34
0.004079680617240757	35
0.004105520658968946	36
0.004127378161984332	37
0.004230863372368012	38
0.00420991056238966	39
0.0043493782215632245	40
0.0043888154512422214	41
0.004311204937164254	42
0.0044177480063176235	43
0.004542768642929869	44
0.004545840346963109	45
0.004573854768981394	46
0.0045572293540492035	47
0.004679181057045337	48
0.004700438736421537	49
0.004739193203379252	50
0.0047810923740114215	51
0.0048442146898373785	52
0.004878080168848259	53
0.004931032474630379	54
0.004988270697309671	55
0.0050246227984170125	56
0.005009252873885777	57
0.00507941175886369	58
0.005159196590760228	59
0.005277101762883379	60
0.0052749590972179725	61
0.005306348318942073	62
0.005392588844354645	63
0.005396562108096756	64
0.005461856318351746	65
0.0054720076542539514	66
0.005649053400229925	67
0.0055763921975760895	68
0.00567430931576297	69
0.0056709305105097675	70
0.005827344412670507	71
0.005749107785084381	72
0.0058553340752727934	73
0.005940335998855458	74
0.005961892067281741	75
0.00602626749557334	76
0.005976690561591924	77
0.006018560912721331	78
0.006012384955595112	79
0.006078270087258427	80
0.006122944433006671	81
0.006093379189242497	82
0.006126339848694786	83
0.0061133737754403466	84
0.00614543549464886	85
0.006188552119257904	86
0.00617775501267625	87
0.006224244035188122	88
0.006209794811559764	89
0.006263088152389061	90
0.006213436536726193	91
0.006320329058148541	92
0.006319417675126392	93
0.006337893558305791	94
0.006338820398358299	95
0.0064210201168349995	96
0.006333568120354974	97
0.00635693922783419	98
0.006405613333697254	99
0.0064210130495704785	100
0.006428743070618554	101
0.006489699343759525	102
0.006562044570014073	103
0.006535580518267162	104
0.006575883422361696	105
0.006616554295730186	106
0.006557119116193901	107
0.006600525935211533	108
0.006614401904737234	109
0.006604238931483892	110
0.00676374136899662	111
0.006740319694134732	112
0.006658736679218931	113
0.006790217232430917	114
0.006714468032840261	115
0.006802238244211035	116
0.0068243676723141475	117
0.006806211169250263	118
0.00686962132756731	119
0.006909738002300872	120
0.006856703347137509	121
0.006916772796297312	122
0.007011608383684792	123
0.007077493895944268	124
0.0069081557501071145	125
0.006972819587479083	126
0.007018678362444648	127
0.007002030623352025	128
0.007067342546036785	129
0.007039916492245388	130
0.007064876851298411	131
0.007065163441380261	132
0.007109192960056221	133
0.007127355790770383	134
0.007109201754217043	135
0.007187092974632525	136
0.007222840316291757	137
0.007192003504102671	138
0.007199143113009162	139
0.007348184696334369	140
0.007221589298629654	141
0.007223149048593789	142
0.007302567036196366	143
0.007301664157207866	144
0.007234804336281133	145
0.007353374424212335	146
0.007341655429131273	147
0.007417462472128492	148
0.007400193547564104	149
0.007439315327474375	150
0.0073632264303241796	151
0.00746915744371786	152
0.007380777218279429	153
0.007454687011699862	154
0.0074392966969065106	155
0.0074814581105211945	156
0.0075110334473790985	157
0.007507665048457849	158
0.007525195577686619	159
0.007492868906536485	160
0.00748735413435754	161
0.007582799563151365	162
0.007523340588237593	163
0.007504240821007694	164
0.007572618781398012	165
0.007576293083740321	166
0.007505492576056121	167
0.007647114254201329	168
0.007663763665760366	169
0.007596034618276394	170
0.007673021676547629	171
0.007661312149563499	172
0.0075615310079109165	173
0.007529493794081477	174
0.0076265014099699945	175
0.007657275480063254	176
0.007613920100707785	177
0.007697029733723447	178
0.007635131532856605	179
0.007627443022970111	180
0.007657268386736884	181
0.007686544266547415	182
0.007629879402992221	183
0.0076228344973844325	184
0.007594159696386612	185
0.007726894285031531	186
