correlation	fl
0.0021067418802853625	1
0.0020833340594736253	2
0.0021171124492439753	3
0.002135376094986008	4
0.0021341427736972104	5
0.002220256236438207	6
0.002198941172941282	7
0.0021417415800058983	8
0.0021861825798936358	9
0.0022582820877877097	10
0.0022035238557788768	11
0.0022464215588224967	12
0.0022890389960467613	13
0.002251903223102902	14
0.0023307361058448046	15
0.0022975645549184686	16
0.0022957362902894084	17
0.0023587419855131166	18
0.002383379040977337	19
0.0023310181556813435	20
0.002423222161839108	21
0.0024210689101588478	22
0.0024585088337016146	23
0.002534916868175183	24
0.0024886542016332234	25
0.002476494988695018	26
0.002587266703534123	27
0.002544047389271083	28
0.002564424448783201	29
0.0027065096873535458	30
0.0026228327733471	31
0.0026535894236689155	32
0.0027004254972376814	33
0.002692518160137432	34
0.002750941328497118	35
0.002671226777665643	36
0.002752799877120456	37
0.002767393673634351	38
0.0027865572121027094	39
0.0028349559361055205	40
0.0029122459158648	41
0.00287416719235444	42
0.0029381086826480098	43
0.003026349025321185	44
0.0029819071680451674	45
0.002953003888298988	46
0.00295971340728835	47
0.0031100439923415013	48
0.0030692372600083406	49
0.0031030141094960167	50
0.0031441111192265694	51
0.0031760456986649876	52
0.0032195625766519792	53
0.003269765586458387	54
0.0031988859895079715	55
0.003323321419810754	56
0.0033424845746516042	57
0.0033126833209455174	58
0.003379012891751065	59
0.0034438433979333033	60
0.003468472249265252	61
0.0034322596225215057	62
0.003495553571599086	63
0.0035740495011186463	64
0.003554876119060641	65
0.0036263783704198345	66
0.0035904612429571462	67
0.0036921432210967327	68
0.0037469146734895016	69
0.00374751159889677	70
0.003773657897060708	71
0.0038418607677242395	72
0.0038479117371982272	73
0.0038789345326515567	74
0.0038515666535917964	75
0.0038427412823349703	76
0.003995507143223099	77
0.00397237844344949	78
0.003935871844667856	79
0.003976945596175991	80
0.004039314530488292	81
0.003939528744397443	82
0.004046645730873934	83
0.003957781987710227	84
0.00396054623644773	85
0.003983043426200036	86
0.003992169387122015	87
0.004003731799413095	88
0.004009529888477281	89
0.0039474556509120915	90
0.003986405946663111	91
0.003981558454598171	92
0.003963283906195837	93
0.004038385977939936	94
0.004024739699050342	95
0.0039775875139527106	96
0.004054258078826654	97
0.003959925348745596	98
0.004000426337587555	99
0.0040384545722881564	100
0.0040667485776600875	101
0.004067363593930488	102
0.00407009652734689	103
0.004048513018380905	104
0.00416503982582324	105
0.004005589340089899	106
0.004092588719605287	107
0.004110266763769347	108
0.004157077260741874	109
0.004149238177743953	110
0.0041653217882968606	111
0.004173554324393705	112
0.004222236340500458	113
0.004189362645946376	114
0.004239871570379748	115
0.004233810056354269	116
0.004194265206522396	117
0.004246579687024475	118
0.004206107357701175	119
0.004190295478884649	120
0.004212805452072125	121
0.0042755057815243355	122
0.004304406264740153	123
0.004379863254972563	124
0.004366789252047874	125
0.004372878381315434	126
0.0043439508483214375	127
0.004337883429857273	128
0.004304703521193309	129
0.004468728660871664	130
0.004379555280443902	131
0.004463889512965738	132
0.004366794127720739	133
0.004453514471319572	134
0.004335444457411033	135
0.0043871872459220656	136
0.004405468186425597	137
0.004455340277493757	138
0.004457778778202811	139
0.004485470577144257	140
0.004464144259628788	141
0.004477247949986428	142
0.004471169184200497	143
0.004546328660073969	144
0.004523203477207172	145
0.004496736581845772	146
0.0045058368550793815	147
0.004552122315662017	148
0.004585866997425082	149
0.004658935374712813	150
0.004587412686747256	151
0.004569148750965079	152
0.004644602444463458	153
0.004626348641877104	154
0.004629710809687691	155
0.004594101721251268	156
0.004701816158136365	157
0.004674134178110403	158
0.004690235753223478	159
0.004707923224751424	160
0.004656181144439468	161
0.004741051690630279	162
0.004734678824738453	163
0.004787659077487127	164
0.004725558199082422	165
0.00472738749869771	166
0.004717939323402279	167
0.004714316470581333	168
0.004745931021434773	169
0.004832348621415713	170
0.004770580619389939	171
0.004729194379528282	172
0.004845148728376757	173
0.004688437264784673	174
0.004850325160135164	175
0.004813182436559646	176
0.004785498263409807	177
0.0047855058584471396	178
0.0048168516870117795	179
0.00481348712595469	180
0.004655552400487665	181
0.004785514481931217	182
0.004767514600279781	183
0.004827189376390202	184
0.00480039200685309	185
0.0049166412314447005	186
0.0048448384784496226	187
0.004812885836886748	188
0.004791899130362377	189
0.004780591767351207	190
0.0048479017958349664	191
0.004770285025203047	192
0.004861568647859173	193
0.004859144177921538	194
0.004807692685430208	195
0.0048612381905650945	196
0.004885600660029254	197
0.0048807094366626665	198
0.004824174017821403	199
0.0048049785248458895	200
0.004912389108332294	201
0.00485973004762152	202
0.004943122078393497	203
0.0048847010202752615	204
0.0048670526981756815	205
0.004904452601314945	206
0.004863100037013772	207
0.0048302076604325945	208
0.004870107190275647	209
0.004835706545652058	210
0.004930355097453381	211
0.004796462606790693	212
0.0048573470215124885	213
0.0047931030622090825	214
0.004831740594785961	215
0.004752339591202818	216
0.004810140527241406	217
0.004878006752595635	218
0.004862793775439822	219
0.004755681605412066	220
0.004805258749034019	221
0.004715801032384614	222
0.004877376937799488	223
0.004966548673885237	224
0.004848184057421428	225
0.004940402929274453	226
0.004749595016804917	227
0.004805278473564687	228
0.004908440912474314	229
0.00483449217234462	230
0.004819277933114697	231
0.004775775672545063	232
0.0047626560693460485	233
0.004806806710264956	234
0.004802523193839563	235
0.004758393616895044	236
0.004831733996332796	237
0.004741087050286696	238
0.004668032504909065	239
0.004818347162224242	240
0.004762978615737598	241
0.00472768618010558	242
0.004812248869907094	243
0.0048360094642533194	244
0.004783058940862643	245
0.0047535480839215735	246
0.004729800137933214	247
0.004695706506070835	248
0.004670748317370988	249
0.004728279312332974	250
0.004671392525174783	251
0.004730732840847825	252
0.004723097874419916	253
0.0046348669629032585	254
0.00461296942758893	255
0.004727056132834159	256
0.0046126473086318225	257
0.004701805644068141	258
0.004636383486129202	259
0.004667681789467987	260
0.004631210546949386	261
0.0046573768996874265	262
0.004651896836624697	263
0.00462545928537361	264
0.00467322267235698	265
0.00459561233823958	266
0.00461357881609139	267
0.0046287728670469045	268
0.004513156985184124	269
0.00460172070787852	270
0.004479076771181968	271
0.004538405681275426	272
0.004549643463178047	273
0.004468107027251563	274
0.004493358805739404	275
0.004520174666441492	276
0.004525308418853966	277
0.004569453458174689	278
0.0044903394794149456	279
0.004395996618182671	280
0.004497915207661703	281
0.004409691123196349	282
0.0043902206329701704	283
0.004471778173494703	284
0.004396002720678277	285
0.004393552229862701	286
0.004398440914956128	287
0.004441945585684272	288
0.004385963025478471	289
0.004339666724504018	290
0.004292237261289682	291
0.0044230826971031895	292
0.00434761535892605	293
0.004294640765657403	294
0.00441246177547042	295
0.004288577486313537	296
0.00436067353228783	297
0.004355837523251877	298
0.004219478746487471	299
0.00415163978219459	300
0.004272440789959945	301
0.004185123241776244	302
0.004289783847090952	303
0.004231355152728716	304
0.004156801625369157	305
0.004168993891434951	306
0.004223464537953294	307
0.0041522108134796265	308
0.004203972775041128	309
0.004189360469413172	310
0.0041060048997530055	311
0.0040722198601571905	312
0.004178422657564672	313
0.004099896359744883	314
0.0040554800053239064	315
0.004068868157029281	316
0.004149202077671571	317
0.004085008224084622	318
0.004029911965900418	319
0.004029323687883119	320
0.004063653208197877	321
0.004027789770317045	322
